"MABP" "CBFV" "gamma" "nu" "cost" "train.cor" "test.cor" "fold"
"282" 8 4 0.125 0.8 64 0.9709 0.641586487604219 2
"283" 8 4 0.125 0.4 8 0.9673 0.641565836950548 2
"284" 6 1 0.125 0.5 32 0.9332 0.64154941589535 2
"285" 8 3 0.03125 0.8 256 0.9582 0.64151924599225 2
"286" 6 1 0.0078125 0.4 1024 0.9315 0.641499258138268 2
"287" 6 1 0.03125 0.3 256 0.9318 0.6414905191258 2
"288" 8 1 0.03125 0.8 512 0.9337 0.641486929557562 2
"289" 8 3 0.5 0.4 2 0.9582 0.641484507878491 2
"290" 5 4 0.5 0.5 512 0.9754 0.641450249025561 2
"291" 8 2 0.001953125 0.7 10000 0.947 0.641406879597826 2
"292" 8 2 0.5 0.8 2 0.9492 0.641397449244504 2
"293" 8 1 0.0078125 0.8 1024 0.9317 0.641364243232932 2
"294" 8 2 0.0078125 0.7 10000 0.9485 0.641333209537667 2
"295" 7 3 0.5 0.6 256 0.9669 0.641313775859351 2
"296" 8 3 0.0078125 0.5 256 0.9559 0.641308342354665 2
"297" 6 1 0.125 0.3 2 0.9305 0.64127911827665 2
"298" 8 2 0.5 0.8 1 0.9477 0.641264335333008 2
"299" 8 1 0.125 0.4 4 0.9318 0.641249863017417 2
"300" 6 1 0.0078125 0.4 128 0.9309 0.641237004889179 2
"301" 8 1 0.0078125 0.5 1024 0.9318 0.641232430594958 2
"302" 8 4 0.125 0.5 8 0.9675 0.641226124943394 2
"303" 8 3 0.001953125 0.5 1024 0.9557 0.641225623002793 2
"304" 8 1 0.0078125 0.9 512 0.9315 0.641222738259864 2
"305" 8 2 0.5 0.7 2 0.9492 0.641220065089593 2
"306" 8 4 0.125 0.7 4 0.9655 0.641212125466085 2
"307" 8 1 0.5 0.8 64 0.9397 0.641209156463069 2
"308" 8 4 0.03125 0.7 512 0.9701 0.64120179715454 2
"309" 8 1 0.03125 0.8 1024 0.9343 0.641171731627826 2
"310" 6 1 0.0078125 0.4 256 0.9311 0.641130375410978 2
"311" 6 1 0.5 0.2 8 0.9333 0.641121225847168 2
"312" 8 3 0.03125 0.8 128 0.9576 0.641079384197859 2
"313" 8 1 0.125 0.6 4 0.9319 0.641072093031816 2
"314" 8 1 0.0078125 0.9 256 0.9313 0.641069229228128 2
"315" 6 3 0.5 0.3 32 0.9615 0.641065844268567 2
"316" 8 3 0.03125 0.7 128 0.9575 0.641026729174651 2
"317" 8 4 0.5 0.3 16 0.9719 0.641016191692025 2
"318" 6 1 0.5 0.7 32 0.936 0.641009811220013 2
"319" 8 2 0.03125 0.8 10000 0.9511 0.640946719758665 2
"320" 8 4 0.125 0.9 16 0.9693 0.640931942639739 2
"321" 8 1 0.125 0.6 64 0.9351 0.640931911651285 2
"322" 6 1 0.03125 0.3 64 0.9314 0.64093155952945 2
"323" 8 2 0.0078125 0.9 256 0.9469 0.640917804039336 2
"324" 8 3 0.5 0.4 256 0.967 0.640887605296737 2
"325" 7 2 0.5 0.9 256 0.9549 0.640845111335136 2
"326" 7 3 0.5 0.4 2 0.9573 0.640839131898285 2
"327" 8 2 0.03125 0.9 64 0.9474 0.640784861099212 2
"328" 7 3 0.03125 0.9 10000 0.96 0.640782916650916 2
"329" 8 1 0.125 0.5 16 0.9337 0.640779341389319 2
"330" 6 1 0.03125 0.4 8 0.9307 0.640740938563755 2
"331" 8 1 0.125 0.7 8 0.9328 0.640739449888215 2
"332" 6 1 0.125 0.2 4 0.9307 0.64073491730835 2
"333" 6 1 0.125 0.6 32 0.9331 0.640712794938018 2
"334" 3 2 0.5 0.8 10000 0.9501 0.640703297334153 2
"335" 6 1 0.5 0.5 8 0.9341 0.640665460233158 2
"336" 6 3 0.5 0.5 8 0.96 0.640630748945108 2
"337" 8 1 0.0078125 0.7 1024 0.9318 0.640614633244975 2
"338" 6 1 0.5 0.9 32 0.9357 0.640547116651774 2
"339" 8 2 0.125 0.9 1024 0.9528 0.640500922588624 2
"340" 8 4 0.125 0.4 64 0.9707 0.640497962091556 2
"341" 8 3 0.03125 0.3 1024 0.9591 0.640473237085013 2
"342" 6 1 0.0078125 0.4 64 0.9309 0.640452489178095 2
"343" 6 1 0.125 0.4 16 0.9325 0.640446441960285 2
"344" 8 1 0.125 0.5 4 0.9319 0.640438978431348 2
"345" 8 2 0.001953125 0.8 1024 0.9467 0.640438154708041 2
"346" 6 1 0.03125 0.4 1024 0.9331 0.640433818881534 2
"347" 8 3 0.001953125 0.8 10000 0.9567 0.640428944499157 2
"348" 6 1 0.0078125 0.4 512 0.9313 0.640418677450705 2
"349" 8 1 0.001953125 0.9 1024 0.9311 0.640411453385918 2
"350" 8 1 0.03125 0.3 128 0.9321 0.640401087621658 2
"351" 6 1 0.5 0.5 16 0.935 0.640399160003181 2
"352" 8 1 0.125 0.4 64 0.935 0.640382734034143 2
"353" 5 3 2 0.6 64 0.9715 0.640370741632972 2
"354" 8 2 0.001953125 0.8 10000 0.947 0.640368568342289 2
"355" 8 4 0.03125 0.3 256 0.969 0.640354313405711 2
"356" 8 2 0.0078125 0.9 1024 0.9473 0.640353956499835 2
"357" 8 2 0.125 0.6 16 0.9485 0.640351909886852 2
"358" 6 3 0.125 0.8 64 0.9585 0.640343389424349 2
"359" 8 4 0.03125 0.6 1024 0.9705 0.640321362251217 2
"360" 7 3 0.5 0.3 8 0.96 0.640317998808728 2
"361" 8 1 0.0078125 0.9 128 0.9312 0.640287804627575 2
"362" 6 3 0.5 0.4 2 0.9568 0.640283567146457 2
"363" 6 1 0.001953125 0.4 1024 0.9309 0.640261054546517 2
"364" 8 2 0.0078125 0.7 512 0.947 0.640245530037053 2
"365" 8 3 0.03125 0.4 128 0.9571 0.64023648565571 2
"366" 6 1 0.03125 0.2 16 0.9306 0.640217310305143 2
"367" 6 1 0.5 0.4 8 0.9342 0.640209491915937 2
"368" 8 3 0.125 0.9 1024 0.9627 0.640201240846471 2
"369" 6 1 0.001953125 0.4 512 0.9308 0.640200623835778 2
"370" 8 1 0.5 0.6 64 0.9399 0.640183091768732 2
"371" 6 1 0.125 0.5 2 0.9307 0.640179530511693 2
"372" 8 1 0.03125 0.5 256 0.9333 0.640179078761505 2
"373" 8 2 0.125 0.8 256 0.9515 0.640177350577679 2
"374" 8 2 0.001953125 0.7 1024 0.9465 0.640172835598335 2
"375" 8 2 0.125 0.8 8 0.9477 0.640170830898263 2
"376" 8 2 0.0078125 0.8 512 0.9471 0.640163224914865 2
"377" 8 2 0.03125 0.8 32 0.9469 0.640141509226872 2
"378" 6 3 0.03125 0.6 1024 0.9582 0.640140087556086 2
"379" 5 2 0.5 0.8 8 0.9496 0.64009474731665 2
"380" 6 3 0.03125 0.7 10000 0.9593 0.640089037259779 2
"381" 8 4 0.5 0.6 0.5 0.9605 0.640085124062522 2
"382" 7 3 2 0.4 2 0.9646 0.640055422906987 2
"383" 8 3 0.0078125 0.9 1024 0.957 0.640048234929714 2
"384" 6 1 0.03125 0.4 128 0.9318 0.640048123154564 2
"385" 8 2 0.00048828125 0.7 10000 0.9466 0.640041500980081 2
"386" 8 2 0.03125 0.7 64 0.9473 0.64003181315772 2
"387" 6 1 0.125 0.6 64 0.9335 0.640030063099149 2
"388" 8 4 0.125 0.8 8 0.9678 0.640015396013143 2
"389" 8 2 0.03125 0.7 10000 0.9512 0.639982020082339 2
"390" 8 1 0.5 0.4 8 0.9365 0.639970503866267 2
"391" 6 1 0.001953125 0.4 256 0.9308 0.639962403033073 2
"392" 8 2 0.125 0.9 8 0.9477 0.639953143618964 2
"393" 6 1 0.03125 0.4 512 0.9326 0.639947539744556 2
"394" 8 2 0.0078125 0.9 512 0.9472 0.639935964607601 2
"395" 8 1 0.03125 0.9 16 0.9312 0.63993250741957 2
"396" 6 3 0.5 0.5 512 0.9668 0.639919223980928 2
"397" 5 3 0.5 0.8 512 0.9649 0.639917446322261 2
"398" 7 1 0.5 0.5 8 0.9351 0.639898699774295 2
"399" 8 1 0.125 0.9 8 0.9328 0.63988641189872 2
"400" 8 2 0.001953125 0.9 10000 0.947 0.639880948165112 2
"401" 6 1 0.00048828125 0.4 10000 0.9309 0.63986872399898 2
"402" 8 3 0.00048828125 0.4 10000 0.956 0.63984643584729 2
"403" 6 3 0.125 0.6 256 0.9597 0.63981721314114 2
"404" 8 1 0.001953125 0.9 512 0.9311 0.639786765771106 2
"405" 6 1 0.125 0.5 16 0.9327 0.639786683812613 2
"406" 6 4 0.5 0.5 64 0.9738 0.639774938664485 2
"407" 6 1 0.03125 0.4 64 0.9315 0.639767796243027 2
"408" 8 2 0.001953125 0.9 1024 0.9467 0.639744998665891 2
"409" 8 3 0.125 0.4 512 0.9621 0.639740590022876 2
